Key,Target Language,Text,Status,Response
026a1c41,wolof,"Lii ab jàngu la ñu ciy faral di deñci xale yi. Booy xool xale yaa ngi toog, muy mel ni dañuy tàccu, jàngalekat baa ngi nee taxaw moom tamit di tàccu waaw.",Approved,208: 605
5319640c,wolof,"Waaw lii de dafa mel ni ku góorak ku jigéen la. Ñaari góor lañook ku jigéen tiim cable, di defar lu mel ni genru masinu ordinatéer walla lu deme lu mel noonu. Daa mel ni daal yu mel noonu ci lañuy yëngu.",Approved,3385: 580
1537ad27,wolof,"Waaw nataal bii nag, lii dafa mel ni ab bërëbu liggéeyukaay la. Waaw ag garab ne ca bunt ba.",Approved,3453: 544
6cfe0035,wolof,"Nataal bii ñu ma yónnee maa ngi ciy gis ay dessin, dessin yoo xam ne waksi la gën a nuróol. Waksi waaw, am na ay rëdd yu ñuul ak yu xonq ak yu bleu ak yu vert.",Approved,3460: 955
9ecb1881,wolof,"Waaw nataal bii nag, nataal bii de bi ma ko xoolee ba xoolaat ko, ba càmbar ko, maa ngi ci gis basaap bu xonq. Waaw ay doomi basaap bu xonq laa ci gis ci nataal bi.",Approved,3453: 1733
0e29730f,wolof,"Nataal bi ma jot nii, maa ngi gis ni ay kook waaye ay bool la yoo xam ne man nañ cee def ay laax walla yu mel noonu. Gis naa ni dénk lañ ko defare. Dénk gi nag dafa xonq waaye nag gis naa ni bool yi mat nañ juróom-ñaari bool. Juróom-benn yu ndaw la ak benn bu mag.",Approved,3330: 878
4b78edbd,wolof,"Waaw mbokk mi, gis naa ni lii de ay potu Nescafé ñu def ci café. Gis naa ci ay doomi café yu ñor ak yu ñorul. Gis naa ci  café gu mokku tamit ci wet gi.",Approved,3547: 110
7e25a5d5,wolof,"Lii genn góor la goo xam ni mi ngi yéeg ci fas, fas woo xam ni wu weex. Ba noppi  mu kaalawu, ba noppi fas wi dëgëñ dëgëñ waaw. Ba noppi am ñeneen ñu topp ci ginaawam.",Approved,3562: 1922
882f8cef,wolof,Nataal bii ñu ma yónnee gis naa ci lu mel ni xeetu càll-meer. Muy suuf soo xam ni day jekki jekki rekk dajaloo di wëndéelu wëndéelu gu tar ci kaw ginnaaw ngelaw.,Approved,2659: 1672
05df1bdd,wolof,"Maa ngi gis ci nataal bi benn suuf su bari  ab àll, ci kawam ay ñax ñu ngi fi yu rafet yu bleu. Ci suuf si nag, suuf si rafet di nice lool.",Approved,3622: 1667
1a5c190f,wolof,"Lii nag ag ndaamar la guñ diseene. Ndaamar gi nag dafa soon, am na tamit ay nit yu nekk ci biir. Ñi ngi koy woowe car rapide.",Approved,3331: 322
582e4aa3,wolof,"Nataal bii dafay wone jigéen joo xam ne jigéenu saa-Afrig lay ndiru. Jigéen ju taaru. Mu ngi sol nag yére, yére, yére yu rafet. Yére yoo xam ni wirgo yére wi,  wirgo wurus lay ndiróol. Mu am ay nit yu bari yu toog féete ko càmmoñ, amitam  nit ku ne ci ginnaawam de  dox di ñëw.",New,2583: 868
81f95d73,wolof,"Daa mel ni nag jigéen jii ma gis mu toog mel na ne ab suyekatu tiyaatar la. Maa ngi gis ci ay loxoom ay lam yu mu takk, ak caq boo xam ne takk na ko ci ab dënnam ba pare mel ne luy jëri attaaya.",Approved,3617: 1995
f0bc29ba,wolof,"Waaw lu mel ne sãru bool bu nu ràbb la rekk, bool bu nu ràbb waaw. Bool bu nu ràbb la waaw. Ay bool bu am kubéer bu nu ràbb, lépp dan kaa rabb daal lépp dan kaa ràbb. Kenn xamul ci biir lu ci nekk waaye dan kaa ràbb. Ab bool la daal. Bool bu nu ràbb. Moom daal mooy bool yooyu bu nu ràbb.",Approved,3486: 877
9ccfd053,wolof,"Lii nag ab nataal la, nataal bi na yaa ngi ciy gis benn kàdd gu réy waaye nag kàdd gi dafa rakk. Amul ay xob. Mu ngi jàkkarloo tamit ak dex. Ci ginnaawam tamit am na ay garab yu ""vertes"" te sëq.",Approved,2218: 1943
a7df55d8,wolof,"Ëe lii nag ay loxo la, ñaari loxo la ëe ñu def si ay doom. Benn bi ñu ngi ci def benn doom bu gudd, beneen loxo bi moom ñu ngi ci def ab doom bu ngande ak ab doom bu ndaw. Boo xoolee ki ka ŋàbb nag mu ngi sol ëe yére bu am lu bula, ak lu ""jaune"" ak lu ñuul.",Approved,2000: 569
fd3b3090,wolof,Kii de ab xale la. Xale bi de waxambaane moo ko tée . Waxambaane bi de mu ngi sol lu bula takk lu bula ci gémmiñ. Xale bi ñiŋ ko laxasoo am melo muweex. Lummu bopp bi ñu teg si am lu bula. Am benn waxambaane bu nekkee nële am lu bula.,Approved,2617: 571
ec8899d4,wolof,Waaaw nataal bii ma jot nag gis naa ne ab néegu ñax la lu mel na sãri ñax waaye suuf gi nii am na ay bant yoo xam ne dan kaa ràbble. Moom nag bunt bi nag defar nañ ko taaral nañ ko ba mu rafet lool. Am na koo xam ni nag mu ngi ci bunt bi ba noppi am na koo xam ne day génn nii. Waaye fële ci ginnaaw nag am néegu ñax la ba noppi am ay garab ak yooyu.,Approved,3539: 1081
455a3239,wolof,"Waaw fii de seetlu naa fi ay suppome yun yun yun daggate. Waaw benn benn bi dan ko dagg benn bi ñu bayyi ko ñooñu mu nekk doom waaw ñatt. Ñu teg leen ci benn benn kii benn tegukaay. Dama jàpp ni ci ci ci ab dénk la. Waaw kom si, sãri cempte yooyu.",Approved,1991: 55
264dfaf5,wolof,"Kii nag ab artist la ñu koy wax Yuusu Nduur. Moom nag mu ngi toog ci njoowaan, ag garab tiim ko. Ci ginnaaw ay jigéen ñoo nga ca. Am na koo xam ni ma ngay attaaya.",Approved,2179: 2052
725f8b7f,wolof,"Ñu ngi gis ci nataal bi tànk xale bu jigéen bu xees pecc daldi def fuddën ci tànk bi. Fuddën bi nag fuddën bu rafet la walla sax daldi def ""tatouage"" ci tànk bi waaye na mu ko defee taaru na lool.",Approved,549: 741
d235d8c5,wolof,"Nataal bii nataal la boo xam ne nataal bi ay ay ay dénk, lu mel ni sãri dénk ñoo wër bari na ay dénk lool. Ba noppi am na suuf su bari waaw, loolu de laa fi gis, bari na dénk lool te bari na lool sax.",Approved,2654: 1878
6a191ef9,wolof,"Nataal bi ngeen ma yónnee gis naa ne ab pañe la . Pañe boo xamante ne bii dañ koo ràbb, ràbbin wu taaru moom pañe bi, defal ko kubéer, defal ko njàpp, njàpp lu taaru.",Approved,3647: 904
406e922f,wolof,"Nataal bii ma jot dee, Palais lay nuru waaye Palais bi nag am na ay garde corps yoo xam ne ñi ngi koy gardé, ba noppi mu am ñaari gaynde yoo xam ni ñoo ko séq. Palais bi nag paleb Senegaal lay nuru, ba noppi mu am ay xob yu wert ba noppi Palais bi bâtiment bi daa weex tàll.",Approved,3583: 1250
70e85fdd,wolof,"Yii de ay defukaay la, defukaayu yu  nuy jefandikoo. Mu mel na ay pot yu ñu ràbb la, ràbb ko, ràbbin wu rafet wu bëri ay kulëer.",Approved,2996: 376
543c2e94,wolof,"Waaw, nataal bii nag lii dafa mel ni ab barabu liggéeyukaay la. Waaw. Am garab bu nekk ca bunt ba.",New,3453: 544
b8cb4447,wolof,"Bii ab nataal la boob, xam naa lu mel ni xaal moo ci nekk nag, xaal. Am na ay reen, reen yi tamit am na ay xob yu wertë. Maa ngi ci gis doom ju mag ak doom bu ndaw.",New,2822: 1730
9107cc8e,wolof,"Waaw nataal bii nag mu ngi nekk ab kaas, ab kaas la. Kaas bi dañ ci def meew. Dañ ci def meew ba muy bëgg a fees.",Approved,2570: 118
9691c90e,wolof,Waaw mbokk mi. Nataal bii de bi ma ko xoolee gis naa ci cin ak kubéer. Cin laa fi gis nu ubbi kubéer ga teg ca wet ga. Cin lu weex lu rafet! Moom laa ca gis.,New,3547: 1204
a6bad2c6,wolof,"Waa nataal bi ma jot de gis naa ne ab mburu suukër la, ay mburu suukër la yoo xamante ne ñuŋ leen def ci ab pañe bu ""jaune"". Mburu suukër la yoo xam ne mburu suukër yu bari la. 
Gis naa itam ne benn bi newul ci pañe bi dafa tege ci suuf. 
 Gis naa itam mburu suukër yu takku la. Gis naa itam mburu suukër yu neex la.",Approved,3605: 101
d1a26fb1,wolof,"Kii mooy Nelson Mandela. Fii nag moom mu ngi gàddu kub ngir ñiy joŋante ci wàllu futbal. Nelson Mandela nag moom ku siiw la ci ""pays"" Afrig yi, ci réewi Afrig yi.",Approved,2490: 1761
ce80418d,wolof,"Waaw nataal bi ma jot de gis naa ne ab ""manifestation"" la mooy ñiy ñaxtu. Mel na na nag ca gannaaw am na ay takk-der yu fa nekk yoo xam ne foofu saxaar na lool, bari na saxaar lool, teyit am na, gis naa ne am na ñuy daw, am na ñuy daw waaw. Mel na ne""lacrymogènes"" yi moo leen sonal ba ñuy daw. Gis naa ko ci nataal bi. Waaw gis naa ci nag mbooloo mu bari ñoo xam ne ñoo ngi daw.",Approved,3605: 315
5ceea244,wolof,"Waa lii nag moom mooy li nga xam ne moom lanuy wax tàngal pasti. Moom Senegaal xam nañu ko. Te nga xam ne  fafay saf ""menthe"" lool teyit day am suukër suñ wis ci kaw nga xam ne mooy wàññi doole ""menthe"" ji mbokk yi mën ko jëfandikoo.",Approved,211: 42
caae3bc6,wolof,"Nataal bi ma jot de gis naa ne ñoo ngi koy wax kéwél waaye mel na ne kéwél gun ""dessin"" la. Kéwél gi am na ñaari béjjén , am na yit geen ak ñeenti tànk. Mi ngi siggi mel ne am lu muy xool. Ñaari nopp, ñaari bët.",Approved,3451: 1608
8dbfcf45,wolof,"Nataal bi ngeen ma yónnee gis naa ne ab pañe la, pañe boo xamante ne bi  dañ koo ràbb, ràbbin wu taaru moom pañe bi, defal ko kubéer, defal ko njàpp, njàpp lu taaru.",Approved,3647: 904
0d92ddaa,wolof,"Lii nag bisaab bu xonq la, def ko ci potu dagg ëe di ko natt. Ñu jël bisaab bi duy ko ci pot bi, jël pot bi teg ko ci biir paan bi waaye boo xoolee ci ginnaawam tamit dinga fi gis benn mbuus bu bula. Ci kanamam dinga ci gis lu mel ne doomu limoŋ.",Approved,2000: 45
c30aa196,wolof,"Lii de ab jant la, ab jant ndaxit ni muy leere nii ab jant moo ko leeree. Bu dee weer wi du am ag leer du am ag leer. Moomit leer gi mu ngi leere lu xonq, xonq teyit am na ñuul. Fi mu nekk nii daa ñuul. Mooy leeral àddina bi yépp, moo koy leeral.",Approved,1782: 1674
69f4a732,wolof,"Lii nag ab loxo la. Loxo bi nag dañu ko ""tatouage"" ñeenti baaraam yi dañu ko ""tatouage"" ak bu déey bi dañu ko ""tatouage"" tamit ba ci loxo bi. Ci digg bi tamit ""dessiné"" nañ ci ab flëer Bi dend ak bu ndaw bi ñoo ngi ci takk lu xonq.",Approved,2218: 752
ae75d790,wolof,"Ñu ngi gis ci nataal bi benn boolu boo xam ne dafa am suukër soo xam ne dafa sotteeku ci kawam, ñu jal ko nag tege ko. Bool bi mu ngi weex tàll suuker si tamit",Approved,549: 103
fc5935db,wolof,"Lii de gis naa ne ab ""crayon ""la. ""Crayon"" bi nag am na ñaari kulëer. Am na kulëer bu ""jaune"" ak kulëer bu ñuul. Am na tamit bindukaay maanaam sot nan ko ba mu bind tëdd.",Approved,2755: 693
9f9103af,wolof,"Nataal bii, mu ngi nekk pomme. Ñetti doomi pomme la ã... Dañoo xonq. Pomme beneen bi am na lu mboq.",New,2570: 75
c9f6e426,wolof,"Nataal bi ngeen ma yonnee, gis naa ni ay takk-der la. Takk der yoo xamantane bii nag, jël nañ loo xamantane bii mooy ay,... Ay baar. Ay verre yoo xam ne  dañ kaa defar pour ñu leen di baare, ñu jàkkarlook askan wi di sànnanteek ñoom ay xeer ak ay doj.",New,3647: 1291
d2004df4,wolof,"Nataal bii, maa ngi ciy janook ab gaas. Gaas boo xamantane bii ñoo ngi bind ci biir gaas bi Totaal. Gis naa ni gaas bu bees la bu nga xamantane bii masuñu koo jëfandikoo ndax benn kubéer bu ñuul bu nekk ci kaw.",New,3594: 1206
7c618984,wolof,"Ëe, lii nag, ëe dafa jaune. Digg bi dafa jaune waaye li ko wër dafa verte ñu bind ci bind yu ñuul ca kaw. Boo ko xoole ñu def wërgel ci digg bi. Moomit dañ cee bind bind bu blë",New,2000: 41
c8cc1c18,wolof,"Lii ab bitik la ab bitik, waaw bu am ñetti nit waaw. Kenn kee ngi nii taxaw yor ñaari mburu, ñeneen ñi ci des ñi ngi taxaw di xaar.  Bitik bi nag bari na ay defu lool.",Approved,208: 2116
56daeb2f,wolof,"Nataal bii de, gis naa cib sumbu gaynde. Waaw mi ngi nee daal sol ab yére bu xonq am lu ñuul, daldi maskawu kanam gii.",Approved,3032: 998
d96cf5de,wolof,"Gis naa fi am taax moo xam ne am na ay nit yu nekk ci biir di wëgg, dañoo bëgg a am ndox. Am na tamit ay néegu ñax yu nekk ci seen ginnaaw.",Approved,3331: 1947
16865067,wolof,"Nataal bii mi ngi wane ab jigéen bu bu muuru waaw. Mi ngi jàkkaarlook ay ay mbuus yu am ay yëf yum def, mel ni ay garab daal yuy fajaate.",Approved,208: 441
cd639466,wolof,"Nataal bii de aw fas la, fas woo xam ne dafa am lu weex tàll lépp a weex bopp bi am lu ñuul waaw. Am ay...yu nekk ci wetam yoo xam ne am na yeneen fas yu nekk ci wetam.",Approved,3562: 1551
7c446d60,wolof,"Nataal bii de nataal la boo xam ne ab këll la, këll boo xam ne dañ koo ràbb. Waaw ba noppi ràbb ko ràbb yu bari, mu am këll yu ndawak yu mag ñu teg ko ci bërëb bu taaru mu am lu weex.",Approved,3562: 915
8944c7a9,wolof,"Nataal bii de nataal la boo xam ne ab këll la, këll boo xam ne dañ koo ràbb. Waaw ba noppi ràbb ko ràbb yu bari, mu am këll yu ndawak yu mag ñu teg ko ci bërëb bu taaru mu am lu weex.",Approved,3562: 341
bc8eb7e4,wolof,"Nataal bii de, maa ngi gis ci biir nataal bi ay bind yu weex ak yu bula ak vert ak yu soon ak yu xonq ci biir.",Approved,3578: 1396
24711940,wolof,"Nataal bii nag, dey wane Séydinaa Limaamulaay ak njabootam.  
Séydinaa  Limaamulaa nag, ab sëriñ la bi nekk fii ci, jiite laayeen yi. Waaye nag, nekkatu fi. Dafa faatu. Léegi ay doomam ñoo jël place.",New,3424: 200
2457b89f,wolof,"Waaw nataal bii Maki Sàll moo ci nekk monsieur Maki Sàll mi ngi toog ci benn chaise. Maki Sàll nag am na drapeau Senegaal bu nekk ci ginnaawam, mi ngi takk ay verre am na lu muy wax xam naa. Waaye lu mel ni xeetu bibliothèque mi ngi ci ginnaawam du tëje, yaakaar naa ay téere moo fa war a nekk.",Approved,3683: 1466
4997ea48,wolof,"Nataal bii nag day wane biiru doomu aadama nim mel, ñuy wane ci biir gi ni ko Yàlla binde. Nga xam ne xol beek yépp dañ koy wane...moom lay wane.",Approved,3835: 1623
c06ab6f1,wolof,"Lii de aw yoon la, aw yoon wu am ay ay ñax. Yoon wi de xam naa yoon wu yaatoo yaatu la, waawaaw yoon wu yaatu la. Ñaari lii nag ñoo ñoo ko topp ñaari garab ñoo nekk ci digg yoon wi wert waawaaw, wert a wert.",Approved,1868: 1845
c4724908,wolof,"Waaw bii de nataal bii de, gis naa fi ay dàll. Gis naa fi ay dàll yu ñuul, gis naa fi itam ay dàll yu weex. Gis naa fi itam ay dàll yu chocolat.",Approved,2773: 864
d9fc548f,wolof,"Nataal bi ab kaas la, ànd ak palaat ak kuddu. Kaas bi mi ngi def lu chocolat ak lu weex ci biir kaas bi.",Approved,2799: 120
6bc0ba8d,wolof,"Lii ab sareetu mbaam la ab xale bu góor yor ko jàpp buum gi. Boo xoolee nag, mi ngi ci teg ab paan. Waaye boo xoolee ci ginnaawam danga fa gis ab xale bu jigéen bu toog foofu wéeru.",Approved,2000: 2212
b87a9d3e,wolof,"Lii nag, lu ngi nekk benn firigoo boo xam ni am na ay sii yu baree bare ci biir. Lu ngi mel ni sax am na ay sii ditax, buy, bisaab. sii yi bare nañ fi lool, mëneesul a xam sax lim ñaata lañ. Waaye nag seetee, li ñu naan buwaasõ gaasëes am na ci.",Approved,19: 359
c7395a6b,wolof,"Waaw nataal bii de ay kii ñoo ci nekk, ay pettaaw. Ay pettaaw yu weex ñoo ci nekk waaw.",Approved,3157: 896
d58e5d0b,wolof,"Nataal bii ma jot, maa ngi gis  ni ab gaal la goo xam ni mi ngi ci deltaa saalum. Daa mel ni gaal gog dafay liggéeye saalum. Mi ngi nekk ci biir ndox mi. Yaa ngi gis màngaroof yi, ñooy garab yu bare yi. Waaye nag géej gu gu taaru la. Gaal gi tamit nekk na gaal gu rafet ak i meloom yu bare.",Approved,2655: 1924
dc37152c,wolof,Nataal bii maa ngi ciy gis genn góor gu mag moo ci nekk. Mi ngi sol yëre bu ñuul ak tubéy ju ñuul. Fi mu toog ci taabal la. Taabal jaa ngi am i kayit yu bare. Néeg bi mu nekk itam lëndëm na lool. Waaye moom nag xamuma ko.,Approved,2655: 1917
86da6485,wolof,"Kii de benn waxambaane la bu toog ci ab chaise, ba noppi booy xool ci kanam am na benn ab couleur ci kanamam. Am ñu nekk seen ginnaaw, ci ginnaaw...ay couleur.",Approved,1867: 192
54e4464f,wolof,"Waaw kii de benn sëriñ la. muy sëriñ bu baax lool. Mi ngi Sol lu weex tàll daldi téyee parasolam ci loxo bi. Am na itam yeneen i kilifa yu topp ci ginnaawam. Mi ngi kaalawoo kaala gu weex tàll, sikkim bi weex tàll. Am na keneen ku nekk ci wetam sol lu ñuul ak geneen kilifa gu mag gu muur bopp bi ba ci kow, téyee parasolam moom it di dox.",Approved,2244: 212
a0eb1345,wolof,Nataal bi mel na ni ag nit moo ci nekk. Nit ku ñaaw sax laa illaah bopp bi rëy lool. Ku ñuul la nag moom xam naa ni mi ngi sol mbubbu mu weex am aw rëdd.,Approved,2822: 732
7953180e,wolof,"Waaw nataal bii ñu ngi ci gis ñaari nit. Kenn ki mi ngi sol lu weex yor ndënd bu weex, kenn ki sol lu ñuul yor ndënd bu ñuul, ak ñoom seen.",Approved,3375: 928
db7e2375,wolof,Waaw foto bii de maa ngi ci seetlu genn góor gu mag gu daldi kaalawu. Mi ngi kaalawoo kaala gu am lu ñuul ak lu marõ. Mi ngi dawal yëre boo xam ni am lu marõ ak li weex. Ci geneen wet gu maa ngi ciy séen benn kàrt buñ desinee ay réew.,Approved,3318: 1842
04615b4a,wolof,"Waaw nataal bi ñu ci gis ay meer yu toog, kenn ki boot doomam yorub parasolam. Kenn ki benn meer bi mi ngi yor ag kol ak ñoom seen.",Approved,3375: 2034
abe1664e,wolof,"Kii de Saajo Maane la. Ma Nga ca barabu futbalukaay ba. Moom ab Senegale la, maanaan saa-senegaal la, fii la dëkk. Ma nga dëkk fale ca suufu réew mi, ca Séeju, dëkk bu ñuy wax Bàmbaali. Moom Dat futbal fii ci Senegaal ak fale ca liweerpuul ca Àngalteer. Sóor bu warañ la nag.",Approved,254: 1832
bd0dc86a,wolof,"Nataal bii nag, ay nit lañ yu taxaw di ñaxtu, maanaam di manifestewu, di jël ay xeef di leen sànnanteek takk-der yi. Am na nag ku nekk ci kanam nii solul maska, yor ay xeer di leen sànni. Mi ngi sol siletmaa bu weex ak tubéy ju ñuul. Mi ngi takk nag mbub lu xonq ci digg ginaaw gi.",Approved,2289: 1283
60be4230,wolof,"Lii de ab àll la bu naat donte naataay bi demewul noonu. Am na ñaari kéwél yu nekk ci biir àll bi. Genn kéwél siggi, geneen gi sëgg mel ni luy for walla di mbëkk li mu tiim. Àll bi nag naat na naatul. Am na wet yu am ñax ak wet yoo xam ni amul ñax.",Approved,2600: 1581
4cbfcbeb,wolof,"Kii nag kilifa gu mag la ci réew mi, ci diiney Islaam, ci tarrixa Tiijaan. Moom Maam Baay Ñas liggéey na lu réy ci réew mi. Boo ko gisee nii rek xam ni kilifa la. Bind na ay téere yu bare. Bàyyi na fi tamit njaboot gu taxaw ci di wéyél liggéey bim fi sosoon.",Approved,254: 198
01c6e91c,wolof,Nataal bii mi ngi wone loolu ñu naan wëttéen. Wëttéen nag dafay garab goo xam ni gu am a am solo la ndax tóotóor ya doom ya di jur dañuy weex ca biir ba noppi moom la ñuy jëfandikoo ngir defar yu baree bare.,Approved,669: 1709
a39548b6,wolof,Nataal bii ma jot gis naa ci ay kaar ak i mini-kaar. Gis naa ku taxaw ci kanamu oto bu bula. Am na tamit jigéen ju nekk ci wetu oto bu bula bi di dem.,Approved,3617: 2178
33eeeb71,wolof,"Nataal bii nag boo xoolee, ñetti nit, ñetti way-politig ñoo ci nekk. Kenn ki di Kariim Wàdd, keneen ki di Xalifa Sàll, keneen ki di Usmaan Sonko. Ñoom nag dafa mel ne dañ jote woon ak yoon ba war a wuyu ji.",Approved,3835: 1444
3faaa138,wolof,"Waaw nataal bi maa ngi ci gis benn ndaw bu takk ay jaaro, jaaro pettaaw akub caq ak ñoom seen.",Approved,3375: 728
8bb216ad,wolof,"Kii daal nit la kuy jaay, xawuma lu muy jaay nag waaye day jaay moom. Daa mel ni ay garab lay kaay de. Boo xoolee ba xool ay garab lay niru. Ma na ñu taxaw wër ko nag. Xam naa rek dañoo bëgg jënd.",Approved,1867: 515
b84b92e5,wolof,Gis naa fi benn jumtukaay boo xam ni dañ ciy defar ay nataal. Jumtukaay bi mi ngi am nataal bu muy génnee.,Approved,3331: 1330
2fdd4d09,wolof,Nataal bii ab liir su ndaw la mi ngi tëdd di xool ay gëtam ubbi gémmiñ ga. Am na ku jàpp ci loxoom di la pikiir di ko pikiir.,Approved,3493: 461
5aa0ea6d,wolof,"Maa ngi gis ab néeg boo xam ni ci àll bi la. Mi ngi mel ni xeetu néeg yi pël yi di dëkke la. Gis naa ni nag ay sàkket la yoo xam ni dafa mel ni der lañ teg ci séen kow walla baas, wërale ko ci. Gis naa ci kow gi tamit lu mel ni dañ koo mbaar ci lu mel ni ñax. Am na ay dég yu nekk ci kanamu néeg bi.",Approved,3451: 1085
a9c21418,wolof,"Nataal bi ma gis nag moom dimbu lañ koy wax dimbu. Dimbu nag boo xam ne am na xob yu vert, moom de dimbu la. Moom nag ci àll bi lay faral di nekk lu bari. Waaye moom daal dimbu lañ koy wax dimbu.",Approved,3451: 1692
13edcf83,wolof,"Waaw nataal bii ak nit la ku toog tiim ay mikoro, mikoro yu bare. Moom nag nit ki yëre bu ñuul la sol, jiital bu weex ci biir. Boo ko gisee bopp bi dafa ko wat ab ndel. Boo xoolee ci foto bi am na mbind mi weex mu nekk ci kanam.",Approved,2556: 1519
c68416de,wolof,"Waa kii de njiitu réewu Senegaal. Njiitu réewu Senegaal bi ñi ngi koy wax Maki Sàll. Am na lu blanc mbubbu mu blanc mum sol. Am na ku muy jokkalanteel, ki miy jokkalanteel ñi ngi koy wax Jaw Kécëp.",Approved,3526: 1400
93aaca37,wolof,Lii ab barabu bu xalaatukaayu xam-xam la. Ñu gis ay nit ñu toog ci seeni buro di sëg ci seeni ordinaatëer. Buro yi nag ñu ngi am ay kulëer yu baxa ak ay làmp yu tàkk ci kow.,Approved,2547: 1317
5e81abc4,wolof,"Waaw lii de ay kii la. Ab nataal la mais am na lu xonqu, am na couleur bu baxa.",Approved,3526: 817
3a9bd974,wolof,"Nataal bii ay pañe yu bari ñoo ci nekk. Pañe yi nag ñu ngi leen tegle. Am na yu nekk ci suuf kenn teglewu leen. Am na yu tëdd noonu. Pañe yi nag yéppa am ay wirgo. Am na ay wirgo yu soon, ak yu weex, yu wert, yu bula ak yu xonq daal. Yu bari bari bari la. Ñu am ay kubéer..",Approved,1989: 909
96024885,wolof,"Nataal bii ñu ma yónnee gis naa ci ay néegi ñax, yoo xam ne dafa nekk ci lu mel ni ab àll bu bari garab lool. Garab yi bari nañ ci ginnaaw.",Approved,2659: 1121
b15e87e8,wolof,"Waaw nataal bii de ab gaaraas la. Am na ñetti oto yu mel ni ay biis yu taxaw noonu. Benn bi mi ngi seb ay bagaas ci kow. Am na itam ay nit ñu taxam ci wetam. Am na ku jigéen ku ci nekk di jaay njaayam. Am na koo xam ni mi ngi Sol tengaane. Am na it ñaari oto yu ndaw yu taxaw ci wetam, ay taxi.",Approved,2289: 2176
dca06cf6,wolof,"Lii ab marmit la bu am kubéer. Marmit boo xam ne mënees na ko jëfandikoo ci wàllu togg, mënees na cee togg, mënees na cee tàngal ndox walla nga baxal ko ci ëe mën na yu bari daal ci wàllu togg.",Approved,3319: 1204
c1f27036,wolof,"Waaw nataal bii de nataal la boo xam ne ay ay mbaam la. Mbaam yi nag ñi ngi tollu ci quatre, am ñaari fas. Ba noppi am ay pël yoo xam ni ñi ngi nekk ci wetu mbaam yi. Ba noppi nag foofu am na suuf suuf su tooy, suuf si daa tooy dafa tooy lool tooy na xippu.",Approved,3618: 2217
386519dd,wolof,"Jàngoro bu réy la ñu naa ko putantaan. Nga xam ni am na at moo xam ni amoon na fi doon dal ni ñi. Ay tupp-tupp la doon dal nit ki, mu metti lool, waaw mu metti lool ñu naan ko ŋas. Mu doon lu metti lu doy-waar. Yal na fi gëj, walla bum fi amati sax laa war a wax.",Approved,264: 1633
dddf422b,wolof,"Maa ngi gis  ci nataal bi ay pañe yu am kubéer yu mag ak yu ndaw, yu am tamit ay wirgo yu wuute. Am ""verte"" bu ñorut, am weex, am xonq, am ""verte"" bu ñor, am ""orange"", am ñuul, am ""bleu"", am mboq.",Approved,1951: 909
097cc2c2,wolof,"Nataal bii maa ngi ciy gis ku yor raaya Senegaal. Daa mel ni ab nag doxu-ñaxtu la doonoon. Dagg lu mel ne tàndarma, garabu koko bu xonq, teg ko ci digg tali bi. Garabu koko. Ñii yore ""velo"", ñii dox ak seen tànk.",Approved,3003: 1284
e4c12629,wolof,"Kii nag ab meer la may niru bu fuddën ay tànkkam ba mu rafet mu daldi kay tegle. Catu Yére yi sax daa mel ni bula la may xaw a jox,mu teg ko ci ay karo, tàllal ay tànkam ba mu jekk.",Approved,3448: 746
e4a0da71,wolof,"Waaw nataal bii, ñu ngi ci gis ag bët ak ay wirgo yu wuute, ak yi wër bët yëpp. Ñu gis tamit ci...ci ganaaw bët bi am na ay couleurs yu fa nekkaat.",New,3426: 1616
b6611b4b,wolof,"Waaw kay! Lii nag am nataal la. Nataal bi nag, gis naa ci ay béjjan yu gudd. Nataal bi daal boppub kéwel la. Gis naa ci ginnaawam it, am nataal boo xam ni, nataalub kéwel lañ ci nataal.",New,3401: 1606
6be0df90,wolof,"Lii am nataal la boob, nataal bi, gis naa ci ñaari tànk. Ñu ngi sol ay dàll nag. Benn tànk bi, dese naa leer tuuti. Dàll yi nag dafa ñuul. Catu jiin bi mu ngi génn.",New,3372: 853
e1df4d2b,wolof,"Lii ab jargoñ la, jargoñ bu ame ay tànk. Am na juróom ñetti tànk. Moom nag, dafa ame wirgo bu xuun wirgo bu xuun la ame. Jëmm ji, jëmm ju ndaw la. Mu ngi nekke ci ab miir bu mboq. Ci la taxaw nii",New,1782: 1579
0fe659d7,wolof,"Waaw nataal bii nag, ag daamar la ay nit nekk ci kaw, ay nit wër ko, muy gaynde Senegaal yi bi nu jëlee Coupe d'Afrique ba ñibbisi Senegaal, ba senegalais yi teeruwoon leen.",New,3274: 1827
9cabbb5b,wolof,"Waaw, lii de ab barab la. Barabu fajuwaay la. Ci kow gi bind nañ ci ay farãse. Ci bunt  bi itam bari nay nit lool. Ñii di romb di jàll, ñii di dugg ci biir, xam naa dañuy fajusi. Mel na ñi itam fajuwaay bi bari na ay xeeti bâtiment lool.",Approved,1835: 538
62a1fbf1,wolof,"Lii ak kër. Kër Gi nag ni lu bindoo tegale gi ñetti tegale la ci tabaxin bi. Nga mën a yéeg ci kow yéegaat ci kow jàll. Mi ngi am ay bunt yu beree bare ak i tofla, ay fëneetar yoon xam ni ngelaw Li da cee mën a jaare ci biir kër gi. Mi ngi am ay garab yu naatal kër gi ci wer ci.",Approved,2602: 1033
